"","Div","Date","Day","Month","HomeTeam","AwayTeam","FTHG","FTAG","Result","Hpoints","Apoints","FTR","HTHG","HTAG","HTR","Referee","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","season","UtcDate","HTop6","ATop6","HLast5GamesGoals","ALast5GamesGoals","HLast3GamesGoalsVSOpposition","ALast3GamesGoalsVSOpposition","HLast5GamesGoalsConceded","ALast5GamesGoalsConceded","HForm","AForm","HomeGoalsPredictionTree","AwayGoalsPredictionTree","HomeGoalsPredictionReg","AwayGoalsPredictionReg"
"3668","E0","03/02/2019","03/02/2019","03/02/2019","Leicester","Man United",0,1,"A",0,3,"A",0,1,"A","M Dean",17,10,6,6,14,9,7,2,4,4,0,0,"18/19",1549180800,0,1,1,2.2,1,2,1.2,1.2,6,10,1.06,1.81,1,2
"3669","E0","03/02/2019","03/02/2019","03/02/2019","Man City","Arsenal",3,1,"H",3,0,"H",2,1,"H","M Atkinson",19,4,12,2,11,8,4,2,1,1,0,0,"18/19",1549180800,1,1,2.6,1.2,2.33333333333333,1.33333333333333,1.2,2.4,12,2,1.7,1.18,2,1
"3670","E0","04/02/2019","04/02/2019","04/02/2019","West Ham","Liverpool",1,1,"D",1,1,"D",1,1,"D","K Friend",13,11,2,6,9,11,2,5,1,1,0,0,"18/19",1549267200,0,1,1.8,2.2,1,2.66666666666667,1.4,0.6,10,12,1.06,1.81,1,2
"3671","E0","06/02/2019","06/02/2019","06/02/2019","Everton","Man City",0,2,"A",0,3,"A",0,1,"A","C Pawson",4,15,1,4,12,6,5,6,1,1,0,0,"18/19",1549440000,0,1,1.4,1.6,1.66666666666667,1.66666666666667,2.4,1.4,4,6,1.06,1.81,1,2
"3673","E0","09/02/2019","09/02/2019","09/02/2019","Crystal Palace","West Ham",1,1,"D",1,1,"D",0,1,"A","C Pawson",25,6,5,4,12,9,10,4,3,0,0,0,"18/19",1549699200,0,0,0.8,0.8,1,2,0.6,1.6,7,6,1.48,1.09,1,1
"3674","E0","09/02/2019","09/02/2019","09/02/2019","Fulham","Man United",0,3,"A",0,3,"A",0,2,"A","P Tierney",15,15,3,7,14,9,5,4,3,2,0,0,"18/19",1549699200,0,1,1.4,2,0.333333333333333,3,1.4,0.8,7,12,1.06,1.81,1,2
"3676","E0","09/02/2019","09/02/2019","09/02/2019","Liverpool","Bournemouth",3,0,"H",3,0,"H",2,0,"H","A Taylor",20,12,9,2,14,6,8,5,2,2,0,0,"18/19",1549699200,1,0,3.4,0.2,2,0.666666666666667,1.2,3,13,0,2.26,0.73,3,1
"3678","E0","09/02/2019","09/02/2019","09/02/2019","Watford","Everton",1,0,"H",3,0,"H",0,0,"D","L Probert",7,9,2,4,21,10,8,2,2,0,0,1,"18/19",1549699200,0,0,1.2,1.6,1.66666666666667,1,1.4,1.4,5,6,1.48,1.09,1,1
"3679","E0","10/02/2019","10/02/2019","10/02/2019","Man City","Chelsea",6,0,"H",3,0,"H",4,0,"H","M Dean",15,12,9,4,9,13,2,2,1,2,0,0,"18/19",1549785600,1,1,2.6,1,1.66666666666667,1,1.2,1.6,12,9,1.7,1.18,2,1
"3680","E0","10/02/2019","10/02/2019","10/02/2019","Tottenham","Leicester",3,1,"H",3,0,"H",1,0,"H","M Oliver",12,20,5,9,11,4,2,9,3,1,0,0,"18/19",1549785600,1,0,1.8,1.2,2,2,1,1.2,9,7,2.26,0.73,2,1
"3683","E0","22/02/2019","22/02/2019","22/02/2019","West Ham","Fulham",3,1,"H",3,0,"H",2,1,"H","L Mason",21,8,7,5,11,11,12,0,1,1,0,0,"18/19",1550822400,0,0,1.4,0.6,2.33333333333333,0.333333333333333,1.4,2.4,8,1,1.48,1.09,1,1
"3685","E0","23/02/2019","23/02/2019","23/02/2019","Burnley","Tottenham",2,1,"H",3,0,"H",0,0,"D","M Dean",10,17,4,6,9,12,7,6,1,3,0,0,"18/19",1550908800,0,1,1.4,3,0,1.66666666666667,1.4,1.4,10,12,1.06,1.81,1,2
"3686","E0","23/02/2019","23/02/2019","23/02/2019","Leicester","Crystal Palace",1,4,"A",0,3,"A",0,1,"A","A Taylor",27,7,5,5,7,14,8,3,2,1,0,0,"18/19",1550908800,0,0,0.6,2.2,1.33333333333333,1.33333333333333,1.4,2,3,7,1.48,1.09,1,1
"3688","E0","24/02/2019","24/02/2019","24/02/2019","Arsenal","Southampton",2,0,"H",3,0,"H",2,0,"H","G Scott",12,10,4,4,7,14,6,4,0,0,0,0,"18/19",1550995200,1,0,2.4,1.2,1.66666666666667,1,0.6,0.8,15,8,2.26,0.73,2,1
"3689","E0","24/02/2019","24/02/2019","24/02/2019","Man United","Liverpool",0,0,"D",1,1,"D",0,0,"D","M Oliver",6,7,3,1,15,17,3,7,1,3,0,0,"18/19",1550995200,1,1,3,1.8,2,1,1.2,0.6,13,10,1.7,1.18,2,1
"3694","E0","27/02/2019","27/02/2019","27/02/2019","Arsenal","Bournemouth",5,1,"H",3,0,"H",2,1,"H","C Kavanagh",16,13,6,5,11,9,9,4,2,2,0,0,"18/19",1551254400,1,0,2.6,0.2,2.66666666666667,0.333333333333333,0.6,3.2,15,0,2.26,0.73,2,1
"3695","E0","27/02/2019","27/02/2019","27/02/2019","Chelsea","Tottenham",2,0,"H",3,0,"H",0,0,"D","A Marriner",11,9,1,0,7,14,2,2,1,1,0,0,"18/19",1551254400,1,1,1.8,2.8,1.66666666666667,2,0.4,1,10,12,1.7,1.18,2,1
"3696","E0","27/02/2019","27/02/2019","27/02/2019","Crystal Palace","Man United",1,3,"A",0,3,"A",0,1,"A","M Atkinson",17,13,2,4,8,9,5,6,2,3,0,0,"18/19",1551254400,0,1,0.8,2.4,1,1.66666666666667,0.8,0.2,5,15,1.06,1.81,1,2
"3697","E0","27/02/2019","27/02/2019","27/02/2019","Liverpool","Watford",5,0,"H",3,0,"H",2,0,"H","G Scott",19,5,10,3,5,7,6,4,0,2,0,0,"18/19",1551254400,1,0,3.4,2.2,4.33333333333333,0.333333333333333,1,1.4,13,8,2.26,0.73,3,1
"3698","E0","27/02/2019","27/02/2019","27/02/2019","Man City","West Ham",1,0,"H",3,0,"H",0,0,"D","S Attwell",20,2,7,1,2,6,12,2,0,2,0,0,"18/19",1551254400,1,0,3.2,0.6,2,1.33333333333333,1,1.8,12,4,2.26,0.73,3,1
"3700","E0","02/03/2019","02/03/2019","02/03/2019","Bournemouth","Man City",0,1,"A",0,3,"A",0,0,"D","K Friend",0,23,0,7,7,7,0,14,1,2,0,0,"18/19",1551513600,0,1,2.4,2,0.333333333333333,2.66666666666667,0.8,1,11,9,1.06,1.81,1,2
"3702","E0","02/03/2019","02/03/2019","02/03/2019","Burnley","Crystal Palace",1,3,"A",0,3,"A",0,1,"A","L Probert",18,10,4,4,9,9,8,5,1,2,0,0,"18/19",1551513600,0,0,1.6,2.6,2,1.66666666666667,1.6,1.6,10,10,1.48,1.09,1,1
"3703","E0","02/03/2019","02/03/2019","02/03/2019","Man United","Southampton",3,2,"H",3,0,"H",0,1,"A","S Attwell",16,6,6,3,7,10,9,7,2,1,0,0,"18/19",1551513600,1,0,2.2,1.2,0.666666666666667,0.333333333333333,1,1,11,8,2.26,0.73,2,1
"3704","E0","02/03/2019","02/03/2019","02/03/2019","Tottenham","Arsenal",1,1,"D",1,1,"D",0,1,"A","A Taylor",10,9,3,4,15,14,3,4,3,2,0,1,"18/19",1551513600,1,1,1.4,1,1.66666666666667,0.666666666666667,1.2,2.2,9,4,1.7,1.18,2,1
"3705","E0","02/03/2019","02/03/2019","02/03/2019","West Ham","Newcastle",2,0,"H",3,0,"H",2,0,"H","C Kavanagh",10,17,4,2,8,14,1,6,3,4,0,0,"18/19",1551513600,0,0,1.4,0.6,1.66666666666667,1,1.2,1.8,8,2,1.48,1.09,1,1
"3707","E0","03/03/2019","03/03/2019","03/03/2019","Everton","Liverpool",0,0,"D",1,1,"D",0,0,"D","M Atkinson",7,10,3,3,12,10,3,7,1,2,0,0,"18/19",1551600000,0,1,1,1,0.333333333333333,0.666666666666667,2.4,0.6,3,8,1.06,1.81,1,2
"3708","E0","03/03/2019","03/03/2019","03/03/2019","Fulham","Chelsea",1,2,"A",0,3,"A",1,2,"A","G Scott",12,20,5,7,11,10,5,4,2,1,0,0,"18/19",1551600000,0,1,1.4,0.6,0.666666666666667,2.33333333333333,1.6,2.6,7,6,1.06,1.81,1,1
"3709","E0","03/03/2019","03/03/2019","03/03/2019","Watford","Leicester",2,1,"H",3,0,"H",1,0,"H","J Moss",6,14,5,2,15,12,1,5,5,1,0,0,"18/19",1551600000,0,0,1.2,1.4,1.33333333333333,1,1,1.6,8,7,1.48,1.09,1,1
"3714","E0","09/03/2019","09/03/2019","09/03/2019","Man City","Watford",3,1,"H",3,0,"H",0,0,"D","P Tierney",19,2,9,1,11,7,9,1,1,1,0,0,"18/19",1552118400,1,0,3,1.6,2.33333333333333,0.333333333333333,0.4,1.8,15,7,2.26,0.73,3,1
"3715","E0","09/03/2019","09/03/2019","09/03/2019","Newcastle","Everton",3,2,"H",3,0,"H",0,2,"A","L Mason",19,7,7,3,13,10,8,2,3,1,0,0,"18/19",1552118400,0,0,1.8,1,1,1.33333333333333,0.6,0.8,12,6,1.48,1.09,1,1
"3716","E0","09/03/2019","09/03/2019","09/03/2019","Southampton","Tottenham",2,1,"H",3,0,"H",0,1,"A","K Friend",12,16,4,5,16,9,1,10,4,2,0,0,"18/19",1552118400,0,1,1.4,2.4,0.666666666666667,2.33333333333333,1.4,1.4,7,9,1.06,1.81,1,2
"3717","E0","10/03/2019","10/03/2019","10/03/2019","Arsenal","Man United",2,0,"H",3,0,"H",1,0,"H","J Moss",14,14,3,4,12,18,5,2,2,2,0,0,"18/19",1552204800,1,1,3,2,2,1,0.6,0.2,15,15,1.7,1.18,2,1
"3718","E0","10/03/2019","10/03/2019","10/03/2019","Chelsea","Wolves",1,1,"D",1,1,"D",0,0,"D","M Oliver",22,2,6,1,8,14,13,0,1,4,0,0,"18/19",1552204800,1,0,1.8,1.4,3,0,0.4,1.4,10,7,2.26,0.73,2,1
"3719","E0","10/03/2019","10/03/2019","10/03/2019","Liverpool","Burnley",4,2,"H",3,0,"H",2,1,"H","A Marriner",23,3,5,2,4,7,7,3,2,0,0,0,"18/19",1552204800,1,0,3.6,1.4,1.66666666666667,0.666666666666667,1,1.2,13,8,2.26,0.73,3,1
"3721","E0","16/03/2019","16/03/2019","16/03/2019","Burnley","Leicester",1,2,"A",0,3,"A",1,1,"D","M Oliver",13,9,2,4,9,10,9,3,1,1,0,1,"18/19",1552719600,0,0,1.6,1.4,1,0.666666666666667,1.2,2,10,4,1.48,1.09,1,1
"3723","E0","17/03/2019","17/03/2019","17/03/2019","Everton","Chelsea",2,0,"H",3,0,"H",0,0,"D","A Taylor",15,16,8,5,17,9,3,4,1,2,0,0,"18/19",1552806000,0,1,0.6,0.6,1,1.33333333333333,1.2,2.6,4,6,1.06,1.81,1,1
"3724","E0","17/03/2019","17/03/2019","17/03/2019","Fulham","Liverpool",1,2,"A",0,3,"A",0,1,"A","C Pawson",7,16,2,6,11,7,1,10,2,1,0,0,"18/19",1552806000,0,1,1.4,0.6,1.33333333333333,2,1.8,0.6,6,6,1.06,1.81,1,2
"3728","E0","30/03/2019","30/03/2019","30/03/2019","Fulham","Man City",0,2,"A",0,3,"A",0,2,"A","K Friend",5,24,0,7,4,12,0,11,2,0,0,0,"18/19",1553929200,0,1,1.4,2,1.66666666666667,2.66666666666667,2.2,0.6,3,12,1.06,1.81,1,2
"3729","E0","30/03/2019","30/03/2019","30/03/2019","Leicester","Bournemouth",2,0,"H",3,0,"H",1,0,"H","L Mason",18,8,4,2,6,12,6,1,0,2,0,0,"18/19",1553929200,0,0,1.4,0.6,0.666666666666667,0.666666666666667,1.8,2.4,6,3,1.48,1.09,1,1
"3730","E0","30/03/2019","30/03/2019","30/03/2019","Man United","Watford",2,1,"H",3,0,"H",1,0,"H","S Attwell",8,20,5,8,14,9,3,5,1,2,0,0,"18/19",1553929200,1,0,2.2,1.4,1.33333333333333,0,1.2,2.2,11,4,2.26,0.73,2,1
"3731","E0","30/03/2019","30/03/2019","30/03/2019","West Ham","Everton",0,2,"A",0,3,"A",0,2,"A","P Tierney",3,17,1,9,7,14,4,9,1,1,0,0,"18/19",1553929200,0,0,2.2,1.4,1.33333333333333,0.666666666666667,1,1.2,13,6,1.48,1.09,1,1
"3733","E0","31/03/2019","31/03/2019","31/03/2019","Liverpool","Tottenham",2,1,"H",3,0,"H",1,0,"H","M Atkinson",14,11,3,2,5,8,10,3,0,1,0,0,"18/19",1554015600,1,1,3.4,1.4,1.66666666666667,1,1.2,1.4,13,6,1.7,1.18,2,1
"3734","E0","01/04/2019","01/04/2019","01/04/2019","Arsenal","Newcastle",2,0,"H",3,0,"H",1,0,"H","A Taylor",7,3,4,1,11,10,6,2,2,0,0,0,"18/19",1554102000,1,0,2.6,0.8,2,0.333333333333333,0.4,1.6,15,2,2.26,0.73,2,1
"3736","E0","02/04/2019","02/04/2019","02/04/2019","Wolves","Man United",2,1,"H",3,0,"H",1,1,"D","M Dean",9,18,2,4,5,11,3,5,1,2,0,1,"18/19",1554188400,0,1,2,1.6,0.666666666666667,2.33333333333333,1.2,0.6,10,12,1.06,1.81,1,2
"3739","E0","03/04/2019","03/04/2019","03/04/2019","Tottenham","Crystal Palace",2,0,"H",3,0,"H",0,0,"D","A Marriner",26,5,10,1,8,5,8,2,1,0,0,0,"18/19",1554274800,1,0,1.4,2.6,1,0,0.8,1.4,10,10,2.26,0.73,2,1
"3740","E0","05/04/2019","05/04/2019","05/04/2019","Southampton","Liverpool",1,3,"A",0,3,"A",1,1,"D","P Tierney",11,17,1,5,8,7,7,5,2,4,0,0,"18/19",1554447600,0,1,1.6,0.8,1,1.33333333333333,1,0.4,10,9,1.06,1.81,1,2
"3743","E0","06/04/2019","06/04/2019","06/04/2019","Newcastle","Crystal Palace",0,1,"A",0,3,"A",0,0,"D","S Attwell",18,3,5,1,12,13,9,4,1,2,0,0,"18/19",1554534000,0,0,2.4,2.2,1.66666666666667,1,0.6,1.8,15,7,1.48,1.09,2,1
"3744","E0","07/04/2019","07/04/2019","07/04/2019","Everton","Arsenal",1,0,"H",3,0,"H",1,0,"H","K Friend",23,7,6,2,8,9,9,6,1,4,0,0,"18/19",1554620400,0,1,1,1,1.33333333333333,2.66666666666667,1,2.2,7,4,1.06,1.81,1,2
"3745","E0","08/04/2019","08/04/2019","08/04/2019","Chelsea","West Ham",2,0,"H",3,0,"H",1,0,"H","C Kavanagh",16,9,7,2,8,7,7,4,2,1,0,0,"18/19",1554706800,1,0,2.6,0.2,1.66666666666667,1.33333333333333,0.4,1.8,13,1,2.26,0.73,3,1
"3746","E0","12/04/2019","12/04/2019","12/04/2019","Leicester","Newcastle",0,1,"A",0,3,"A",0,1,"A","C Kavanagh",12,11,5,5,6,10,2,3,2,3,0,0,"18/19",1555052400,0,0,1.6,0.6,1.66666666666667,0.666666666666667,1.4,1.6,9,2,1.48,1.09,1,1
"3749","E0","13/04/2019","13/04/2019","13/04/2019","Fulham","Everton",2,0,"H",3,0,"H",0,0,"D","L Probert",12,8,5,1,8,10,7,3,2,1,0,0,"18/19",1555138800,0,0,1.2,1.6,1.33333333333333,2.66666666666667,2.2,0.8,3,9,1.48,1.09,1,1
"3750","E0","13/04/2019","13/04/2019","13/04/2019","Man United","West Ham",2,1,"H",3,0,"H",1,0,"H","G Scott",14,18,4,4,14,5,3,11,1,1,0,0,"18/19",1555138800,1,0,1.8,0.2,1.66666666666667,0.333333333333333,1.2,1.8,11,1,2.26,0.73,2,1
"3753","E0","14/04/2019","14/04/2019","14/04/2019","Crystal Palace","Man City",1,3,"A",0,3,"A",0,1,"A","M Atkinson",7,20,3,6,5,11,2,9,0,0,0,0,"18/19",1555225200,0,1,1.4,1.8,0.333333333333333,1,1.2,0.4,7,12,1.06,1.81,1,2
"3754","E0","14/04/2019","14/04/2019","14/04/2019","Liverpool","Chelsea",2,0,"H",3,0,"H",0,0,"D","M Oliver",15,6,7,3,5,9,9,2,0,1,0,0,"18/19",1555225200,1,1,3,0.8,1,1,0.8,2.8,13,6,1.7,1.18,2,1
"3755","E0","15/04/2019","15/04/2019","15/04/2019","Watford","Arsenal",0,1,"A",0,3,"A",0,1,"A","C Pawson",11,19,3,6,12,8,6,4,2,0,1,0,"18/19",1555311600,0,1,1.6,0.8,1,2.33333333333333,0.6,1.4,11,4,1.06,1.81,1,2
"3759","E0","20/04/2019","20/04/2019","20/04/2019","Man City","Tottenham",1,0,"H",3,0,"H",1,0,"H","M Oliver",15,10,4,4,11,11,4,4,1,2,0,0,"18/19",1555743600,1,1,3,1,2.33333333333333,1.66666666666667,0.4,1.8,15,3,1.7,1.18,2,1
"3760","E0","20/04/2019","20/04/2019","20/04/2019","Newcastle","Southampton",3,1,"H",3,0,"H",2,0,"H","A Taylor",15,15,6,3,5,11,4,11,0,2,0,0,"18/19",1555743600,0,0,1.8,1.2,2,1.33333333333333,0.8,1.4,12,7,1.48,1.09,1,1
"3761","E0","20/04/2019","20/04/2019","20/04/2019","West Ham","Leicester",2,2,"D",1,1,"D",1,0,"H","L Probert",11,11,3,5,8,9,6,8,2,0,0,0,"18/19",1555743600,0,0,2,1.8,1.33333333333333,2,1.4,1.6,10,7,1.48,1.09,2,1
"3763","E0","21/04/2019","21/04/2019","21/04/2019","Arsenal","Crystal Palace",2,3,"A",0,3,"A",0,1,"A","J Moss",12,16,5,7,15,12,8,3,4,1,0,0,"18/19",1555830000,1,0,2.6,1.8,2.33333333333333,0.666666666666667,0.4,1,15,10,2.26,0.73,2,1
"3765","E0","21/04/2019","21/04/2019","21/04/2019","Everton","Man United",4,0,"H",3,0,"H",2,0,"H","P Tierney",15,7,8,1,11,7,10,2,1,1,0,0,"18/19",1555830000,0,1,0.8,1.6,0.333333333333333,2,1,1,7,9,1.06,1.81,1,2
"3766","E0","22/04/2019","22/04/2019","22/04/2019","Chelsea","Burnley",2,2,"D",1,1,"D",2,2,"D","K Friend",22,6,9,3,9,4,10,1,2,1,0,0,"18/19",1555916400,1,0,2.6,2,2,1.33333333333333,0.2,2,13,7,2.26,0.73,3,1
"3768","E0","23/04/2019","23/04/2019","23/04/2019","Watford","Southampton",1,1,"D",1,1,"D",0,1,"A","M Dean",15,8,4,4,10,14,3,4,5,2,0,0,"18/19",1556002800,0,0,1.4,1,1.66666666666667,2,0.6,1.8,10,4,1.48,1.09,2,1
"3769","E0","24/04/2019","24/04/2019","24/04/2019","Man United","Man City",0,2,"A",0,3,"A",0,0,"D","A Marriner",12,8,1,5,10,10,1,1,2,2,0,0,"18/19",1556089200,1,1,1.8,1.8,0.666666666666667,1.33333333333333,1.2,0.6,11,12,1.7,1.18,1,1
"3770","E0","24/04/2019","24/04/2019","24/04/2019","Wolves","Arsenal",3,1,"H",3,0,"H",3,0,"H","S Attwell",11,11,3,1,12,9,5,5,2,3,0,0,"18/19",1556089200,0,1,1.6,1,0.333333333333333,3,0.4,1.2,11,7,1.06,1.81,1,2
"3773","E0","27/04/2019","27/04/2019","27/04/2019","Crystal Palace","Everton",0,0,"D",1,1,"D",0,0,"D","L Mason",8,22,0,3,9,15,5,10,2,0,0,0,"18/19",1556348400,0,0,1.2,1.4,0.666666666666667,1,1.8,1.2,4,6,1.48,1.09,1,1
"3775","E0","27/04/2019","27/04/2019","27/04/2019","Southampton","Bournemouth",3,3,"D",1,1,"D",1,2,"A","G Scott",22,9,7,5,8,9,9,3,2,1,0,0,"18/19",1556348400,0,0,1.8,1.6,1.33333333333333,0.333333333333333,1.4,2,9,6,1.48,1.09,1,1
"3776","E0","27/04/2019","27/04/2019","27/04/2019","Tottenham","West Ham",0,1,"A",0,3,"A",0,0,"D","A Taylor",14,16,4,7,3,8,2,7,0,2,0,0,"18/19",1556348400,1,0,2.2,0.4,2.66666666666667,1.33333333333333,0.4,1.6,13,1,2.26,0.73,3,1
"3778","E0","28/04/2019","28/04/2019","28/04/2019","Burnley","Man City",0,1,"A",0,3,"A",0,0,"D","P Tierney",2,25,0,7,5,7,0,6,1,1,0,0,"18/19",1556434800,0,1,1.6,2,1,1,1.2,0.2,9,15,1.06,1.81,1,2
"3779","E0","28/04/2019","28/04/2019","28/04/2019","Leicester","Arsenal",3,0,"H",3,0,"H",0,0,"D","M Oliver",24,6,12,1,13,13,8,6,3,1,0,1,"18/19",1556434800,0,1,1.6,1,1.66666666666667,2,1.4,1.2,9,7,1.06,1.81,1,2
"3780","E0","28/04/2019","28/04/2019","28/04/2019","Man United","Chelsea",1,1,"D",1,1,"D",1,1,"D","M Atkinson",7,16,5,3,9,14,6,6,3,2,0,0,"18/19",1556434800,1,1,1.4,0.8,1.33333333333333,0.333333333333333,1.2,2.4,10,6,1.7,1.18,1,1
"3781","E0","03/05/2019","03/05/2019","03/05/2019","Everton","Burnley",2,0,"H",3,0,"H",2,0,"H","C Kavanagh",20,5,6,1,8,9,8,1,0,2,0,0,"18/19",1556866800,0,0,1.4,2,1.33333333333333,0.666666666666667,0.4,2,10,7,1.48,1.09,1,1
"3782","E0","04/05/2019","04/05/2019","04/05/2019","Bournemouth","Tottenham",1,0,"H",3,0,"H",0,0,"D","C Pawson",20,11,6,5,11,12,10,6,1,5,0,2,"18/19",1556953200,0,1,0.8,0.6,0.666666666666667,3,1.6,1.8,2,0,1.06,1.81,1,2
"3784","E0","04/05/2019","04/05/2019","04/05/2019","Newcastle","Liverpool",2,3,"A",0,3,"A",1,2,"A","A Marriner",14,11,7,4,10,4,2,3,1,1,0,0,"18/19",1556953200,0,1,2,1.4,1.33333333333333,0.333333333333333,0.8,0.4,12,11,1.06,1.81,1,2
"3785","E0","04/05/2019","04/05/2019","04/05/2019","West Ham","Southampton",3,0,"H",3,0,"H",1,0,"H","S Attwell",17,11,6,1,2,11,2,7,1,1,0,0,"18/19",1556953200,0,0,2.2,1,1.66666666666667,1.33333333333333,1.6,1.8,10,4,1.48,1.09,2,1
"3786","E0","04/05/2019","04/05/2019","04/05/2019","Wolves","Fulham",1,0,"H",3,0,"H",0,0,"D","J Moss",19,6,6,2,10,15,7,1,1,3,0,0,"18/19",1556953200,0,0,1.6,0.8,1.66666666666667,0.666666666666667,0.6,2.4,11,3,1.48,1.09,1,1
"3788","E0","05/05/2019","05/05/2019","05/05/2019","Chelsea","Watford",3,0,"H",3,0,"H",0,0,"D","P Tierney",19,15,9,3,6,12,6,6,0,1,0,0,"18/19",1557039600,1,0,2,1.8,3.33333333333333,2.33333333333333,0.6,2.4,11,6,2.26,0.73,3,1
"3790","E0","06/05/2019","06/05/2019","06/05/2019","Man City","Leicester",1,0,"H",3,0,"H",0,0,"D","M Dean",19,7,5,2,12,5,11,0,3,2,0,0,"18/19",1557126000,1,0,2.6,2,2.66666666666667,1.66666666666667,0.2,1.8,15,7,2.26,0.73,3,1
"3792","E0","12/05/2019","12/05/2019","12/05/2019","Burnley","Arsenal",1,3,"A",0,3,"A",0,0,"D","M Dean",14,17,5,6,11,3,4,5,5,1,0,0,"18/19",1557644400,0,1,1.2,0.6,0,1,1.2,1.6,6,4,1.06,1.81,1,2
"3793","E0","12/05/2019","12/05/2019","12/05/2019","Crystal Palace","Bournemouth",5,3,"H",3,0,"H",3,1,"H","R East",17,16,8,8,11,8,4,4,3,0,0,0,"18/19",1557644400,0,0,1,2.2,1.33333333333333,1.66666666666667,1.6,2,4,7,1.48,1.09,1,1
"3794","E0","12/05/2019","12/05/2019","12/05/2019","Fulham","Newcastle",0,4,"A",0,3,"A",0,2,"A","K Friend",16,13,2,6,6,8,5,5,1,0,0,0,"18/19",1557644400,0,0,1,0.8,2.66666666666667,1,1.2,1.4,6,5,1.48,1.09,1,1
"3795","E0","12/05/2019","12/05/2019","12/05/2019","Leicester","Chelsea",0,0,"D",1,1,"D",0,0,"D","A Taylor",9,14,3,4,9,8,4,5,0,1,0,0,"18/19",1557644400,0,1,2,1,1,2,0.6,1.4,12,7,1.06,1.81,1,1
"3796","E0","12/05/2019","12/05/2019","12/05/2019","Liverpool","Wolves",2,0,"H",3,0,"H",1,0,"H","M Atkinson",13,7,5,2,3,11,4,1,0,2,0,0,"18/19",1557644400,1,0,3.6,0.8,1.33333333333333,0.666666666666667,0.6,1.6,15,4,2.26,0.73,3,1
"3799","E0","12/05/2019","12/05/2019","12/05/2019","Tottenham","Everton",2,2,"D",1,1,"D",1,0,"H","A Marriner",11,17,3,9,10,13,7,4,0,2,0,0,"18/19",1557644400,1,0,1.6,1.4,2.33333333333333,0.666666666666667,0.4,1,10,7,2.26,0.73,2,1
"3800","E0","12/05/2019","12/05/2019","12/05/2019","Watford","West Ham",1,4,"A",0,3,"A",0,2,"A","C Kavanagh",17,16,8,9,10,10,7,2,1,0,1,0,"18/19",1557644400,0,0,1.6,0.4,1.66666666666667,0.333333333333333,1.2,1.4,7,3,1.48,1.09,1,1
